User,H.char1,H.char2,H.char3,H.char4,H.char5,H.char6,H.char7,H.char8,H.char9,DD.char1.char2,UD.char1.char2,DD.char2.char3,UD.char2.char3,DD.char3.char4,UD.char3.char4,DD.char4.char5,UD.char4.char5,DD.char5.char6,UD.char5.char6,DD.char6.char7,UD.char6.char7,DD.char7.char8,UD.char7.char8,DD.char8.char9,UD.char8.char9
rajuM,0.0906315965893474,0.1475624993676552,0.099242893137832,0.1640096752109888,0.1073654956371122,0.1355899103732196,0.1396902921067679,0.0,0.0,0.1973001456903251,0.1085061120635697,0.6956074670328793,0.5559393732872695,0.5716408447295867,0.4729770550489389,0.161209114269349,0.0,1.0293630517678105,0.9360867521086196,0.1516787932510311,0.01684621060671,0.5331214690377621,0.3967550488266504,0.0800970630334308,0.0
rajuM,0.1453710535176984,0.1576569468448126,0.0604236368306364,0.1293350512418818,0.1130096980429304,0.1123798497745737,0.1268473302673836,0.0,0.0,0.1934298357546079,0.047601164125908,0.3390911239056355,0.1770448617284889,0.5080049365477121,0.4426075523940145,0.1448659819791996,0.0137669432028496,0.317413089056127,0.2058796717290073,0.1812159477725838,0.0642347942064304,0.5301547629815337,0.411711644040644,0.142197079698338,0.0
rajuM,0.1467159879755406,0.1575538546613122,0.0598776100549488,0.1294338061749606,0.1135354505921198,0.1130477738897425,0.1267928693291152,0.0,0.0,0.1951438518318118,0.0476447108021637,0.341643915000178,0.1753169400495252,0.5061680968955108,0.4427808241410572,0.1452461774122281,0.0138320223723833,0.3148474816445226,0.2077495578388567,0.1811803783940252,0.0647040733209051,0.5259708159855827,0.4122022191947824,0.1427120051791576,0.0
rajuM,0.0911827172946158,0.1441568989063657,0.0982405775780552,0.1632215558406895,0.1091159836806204,0.132981922445127,0.1389119124120535,0.0,0.0,0.198272208171942,0.1094098633579692,0.6973657494085448,0.5547035979508943,0.5679284614066951,0.4768388875045209,0.1626514908629053,0.0,1.020306725936576,0.9243889938479511,0.1510983584468472,0.0169601405718399,0.5393007626370991,0.3963988957429959,0.0810380878825006,0.0
rajuM,0.0917456013947109,0.1436126721057146,0.0960128138442614,0.1621408050754458,0.107063015240258,0.1327899661794221,0.1398164030873219,0.0,0.0,0.2010799293474535,0.1090352005192156,0.6918166260801696,0.5600510149112465,0.570263823734977,0.4759642966248415,0.1647591094054273,0.0,1.0434546222659304,0.9275636545250604,0.1506684902210261,0.0167235423080816,0.5377758341659207,0.3945527710824963,0.0793353891030185,0.0
rajuM,0.0930820693761248,0.1459144244394515,0.0980322954380707,0.163080186305999,0.1060859848227879,0.1348322857790181,0.1401858322084288,0.0,0.0,0.2034872889394626,0.1076590957049568,0.7107564456264397,0.5655047478568812,0.5804587996509479,0.4746031989685555,0.1654896789190054,0.0,1.031071041370907,0.9245138300790332,0.1485925235612842,0.0167450592250073,0.5343272914833896,0.3964703766735423,0.0797236400501022,0.0
rajuM,0.0742865211164259,0.1304515357426465,0.0622123890937149,0.1274106670562045,0.095100917858287,0.1447031385686755,0.1008544551011883,0.1759112540909335,0.0,0.136035935323732,0.06527002255579,0.6118871614144726,0.4936163982394002,0.5128975763471467,0.4416922489343671,0.1453039137851209,0.0172846825925208,0.2493894554310184,0.1593226323699773,0.3374563396111054,0.1906615886978914,0.3972568203042974,0.3003240899942732,0.0793834567303789,-0.0947273878536019
rajuM,0.0738520220519008,0.1286686790299511,0.0615031763421871,0.1267505080319779,0.0952340212594152,0.144417214723751,0.0994399365894072,0.1747686507615397,0.0,0.1370129178713022,0.0642387849492518,0.6213100202891256,0.4872738647515813,0.5085780557916258,0.4465160006472885,0.1469676876308639,0.0171226414548884,0.2511914318044263,0.1573437409687618,0.3369246817920699,0.1915667782052706,0.3960094143966176,0.2979369189253136,0.0794777007540052,-0.0944009586266156
vkp1002,0.1123,0.1256,0.099,0.1401,0.1122,0.1106,0.0959,0.0795,0.0978,0.1885,0.0762,1.9555,1.8298,0.6638,0.5648,0.347,0.207,1.5009,1.3887,0.3025,0.1919,0.9425,0.8466,0.1749,0.0954
vkp1002,0.0957,0.1273,0.1214,0.1123,0.124,0.146,0.0788,0.0789,0.1086,0.4289,0.3332,0.8925,0.7652,1.1543,1.0329,0.3877,0.2754,1.6459,1.5219,0.492,0.346,0.428,0.3491,0.1654,0.0865
vkp1002,0.129,0.1434,0.1277,0.1433,0.0947,0.1174,0.0953,0.0897,0.1184,0.1902,0.0612,0.9376,0.7942,1.6693,1.5416,0.3022,0.1589,0.4373,0.3425,0.2763,0.1589,0.2927,0.1974,0.1626,0.0729
vkp1002,0.1078,0.1156,0.1465,0.1002,0.1013,0.1161,0.0978,0.0991,0.0913,0.2148,0.107,1.2993,1.1837,0.4707,0.3242,0.2653,0.1651,0.9023,0.801,0.3121,0.196,0.3382,0.2403,0.1848,0.0858
vkp1002,0.1273,0.1187,0.1595,0.1215,0.0883,0.1122,0.0793,0.0753,0.111,0.2069,0.0796,0.7787,0.66,1.2608,1.1013,0.1835,0.062,0.8415,0.7532,0.1437,0.0315,0.6526,0.5733,0.1708,0.0956
vkp1002,0.1175,0.1087,0.1459,0.0977,0.1179,0.0952,0.0856,0.0535,0.0826,0.1456,0.0281,0.9202,0.8115,0.6008,0.4549,0.3317,0.2341,0.5703,0.4525,0.1744,0.0792,0.4381,0.3524,0.2035,0.1499
vkp1002,0.1129,0.1213,0.1108,0.1051,0.1006,0.0993,0.0979,0.0788,0.0958,0.2678,0.1549,0.412,0.2907,0.6812,0.5704,0.3747,0.2696,0.6796,0.5791,0.2766,0.1773,0.267,0.1691,0.1617,0.0829
vkp1002,0.0955,0.127,0.1266,0.093,0.0841,0.099,0.0728,0.0812,0.1109,0.2207,0.1252,0.4265,0.2995,0.9817,0.8552,0.3437,0.2507,0.3865,0.3024,0.2771,0.178,0.4169,0.3441,0.1582,0.077
vkp1002,0.1122456976939471,0.1203411962970989,0.1103406782348819,0.1055855050919761,0.0996753975361883,0.09846658740727,0.0988201057401757,0.0793259219296221,0.0949598705859777,0.2692592921403611,0.1562941988302499,0.4152723827784654,0.2886027074252299,0.6775260694268533,0.5740286112244235,0.3711284576624271,0.2687218679639291,0.679236064364538,0.5796451343024619,0.2738428589316516,0.1781890570826118,0.2658443244655207,0.1702861659888635,0.1608196335323718,0.0836147974497245
vkp1002,0.112622868477337,0.1218205491747063,0.1112531475691666,0.1043198843952582,0.1001458974947808,0.0993053370628074,0.0972968549815763,0.0787977639636739,0.0962518771854469,0.2661842956850082,0.1562472603622735,0.4115678102577111,0.2891970845558525,0.6792161865624197,0.5668999274011685,0.3743373348814556,0.2713270474226507,0.6776769165686746,0.5835821163287801,0.2749777285492372,0.1770035835068473,0.265503463622685,0.1702677297237432,0.1608528666114606,0.0823722247108131
vkp1002,0.1079610431600624,0.1159691179493476,0.147877059691073,0.1006702142880367,0.1006497932792519,0.1149525631876629,0.0984274678575641,0.0983666498340498,0.0909002701581115,0.2130669206935755,0.1067720660581151,1.299988887265816,1.188235422872999,0.4693917182575267,0.3232950761732729,0.2678330125531913,0.1657851217611281,0.8981165239443183,0.8052580321113525,0.3143312874937576,0.1978173095269081,0.340920898512121,0.2420468765997058,0.1834429812705017,0.0862696220266035
vkp1002,0.1281796301054027,0.1186806710622545,0.1607894820082324,0.1208107230882881,0.087586481761573,0.1121467638974745,0.0786390485273462,0.075276112121255,0.1116067985150258,0.2059865961065247,0.0799991858691509,0.777771140160827,0.6643520285626906,1.2559948252619344,1.1086305148885771,0.1840294537761061,0.0616369485449528,0.8453778990166237,0.7489641421761912,0.14346191832531,0.0311969807036806,0.6584859939217018,0.5706626819688003,0.1722461227876635,0.094734255947019
vkp1002,0.1184340743869894,0.1090437045266015,0.1465442664285414,0.0976051837653203,0.1188610093101049,0.0954865953668264,0.0847876235728656,0.0533385461128209,0.0832732671858551,0.1450293600128879,0.0282726466650544,0.927788877743532,0.8119660046224612,0.6027631314069899,0.452349762204346,0.3324943117056829,0.2330458696932892,0.5662075280310318,0.4536989434837123,0.1729559087345086,0.0790205723003837,0.4399277551257897,0.3537396823747554,0.2014916425283568,0.1487780340881248
vkp1002,0.1287567358840388,0.1444633673535388,0.1281375803263128,0.1423153084544023,0.0951448490476147,0.1166461940646177,0.0954032228299583,0.089692184581303,0.1180633143406346,0.1894281671552808,0.0610512820602459,0.9399319644411857,0.7942403374325074,1.6526489530182402,1.541294726297998,0.30329891975912,0.158679969244859,0.4384101667669408,0.3399852913081089,0.2747174067318451,0.1583454820935934,0.2922410149895474,0.1956611600750422,0.1620600666638465,0.0733325431648395
vkp1002,0.1292091623557212,0.1176243828264096,0.1619319141730591,0.120737067697447,0.08823276709243,0.1123076088546077,0.0781635346540609,0.0751896817796865,0.1112149423329276,0.2077136611983209,0.0804715052272023,0.7799919772181485,0.6654302146306748,1.2614125440543813,1.1146575081335508,0.1826810592103078,0.0621439436771146,0.8504759344913262,0.7560081489849794,0.1431481463532005,0.0314177663075475,0.6625696466323061,0.5708090421527211,0.1707400105096131,0.0952686242440868
vkp1002,0.1296788149611601,0.1168769622833698,0.1621988173345283,0.1214062763419321,0.0879969905756206,0.1133107478034102,0.0782517579949126,0.0749370939352811,0.1118351911717785,0.2091336591822995,0.0810635268514901,0.7736395935139199,0.6680419043747443,1.252406468797859,1.125087705620879,0.1827046135713259,0.0617601116445723,0.8431216137759273,0.7534478102050878,0.142533042179086,0.0315381471465574,0.6622393144126962,0.5715151058883787,0.1696727418116234,0.0953967494853644
vkp1002,0.1291131668979593,0.116752493087995,0.1611023433213112,0.1210126491755501,0.0883943762501453,0.1121594413513758,0.0777658964198532,0.0755297887770713,0.1105415482882915,0.2066942676840787,0.0807085642633945,0.7727705963881671,0.6694427342997071,1.2645524117727998,1.1255249113312398,0.1832778759637157,0.0619415972435984,0.8452378698652261,0.7522294615992111,0.1445056755265791,0.0315373497795376,0.6645690656359703,0.5718857992724646,0.1697221226198371,0.095679269319406
vkp1002,0.1122906388662985,0.1199185831685426,0.1105608950871338,0.104692705913129,0.0992051935246283,0.098631544580986,0.0989250620872129,0.0787655747573352,0.0953091359717844,0.2666302538505831,0.1557151148643948,0.4165528702603394,0.2900288805625483,0.6748627980794885,0.5769938413380944,0.3696852818800379,0.2697851736989002,0.6781465928779791,0.5803995552421453,0.2724797380512491,0.1798784218480643,0.2650433816671543,0.171193118199504,0.1597869716790028,0.0840550430057525
vkp1002,0.1267610871972473,0.1186494287192455,0.1589255575404341,0.1214198651565231,0.0891787606303978,0.1111655053850034,0.0793364411632238,0.0758738518579569,0.1121082711184275,0.2049398942165573,0.0803581745039121,0.7775770426391166,0.6608754763267697,1.2640312850244684,1.092236059467579,0.1848791722246657,0.0620344282014556,0.8338190088149308,0.7520516076519019,0.1448920505466394,0.0317378790248066,0.6588527157034018,0.5764959186292583,0.1707284994769611,0.0955385111300875
vkp1002,0.1299406588225791,0.1166385720657784,0.1628839928523473,0.1199826879493299,0.0889343376073523,0.1127967577430528,0.0774762525348935,0.0752663738577728,0.1119475500079927,0.2061696913143887,0.0799505243812848,0.7834714651350861,0.6715244004793672,1.2681879467389965,1.1207155226974626,0.1826427301959303,0.0615966442254356,0.84899956184016,0.7557244737366378,0.1433582716263383,0.031358949180756,0.663515718005443,0.5707153118216527,0.1720647069659547,0.0948178861470809
vkp1002,0.117313816098298,0.1088492715207862,0.1468411468505254,0.098500795347406,0.1187907165720897,0.0944306313022145,0.0857028186571195,0.053114111629775,0.0821919389137058,0.1448949294883817,0.0279258736892378,0.9256248184976136,0.8185488706763933,0.6035528263138301,0.4575832616992756,0.3309883703157437,0.2324155996768946,0.5673675438753124,0.4506073752331629,0.1737720248931268,0.0789702916529141,0.4405890690309562,0.3523999930061098,0.2029750767128872,0.1498098780216314
vkp1002,0.1296029893782409,0.1160099575979443,0.1613357466138714,0.1208115664010428,0.0883049044752578,0.1137191458130214,0.0784485182327163,0.0744244204643582,0.1112032537731064,0.2093631441066924,0.0808735646073431,0.7740170059460604,0.6650915163904156,1.26428201931558,1.1247347449456655,0.182385956175073,0.0614563396979889,0.8494806777632872,0.7479120217500933,0.1426187569019678,0.0314996127441621,0.6678000961878261,0.5684633601777244,0.1708288739801624,0.0946262142331895
vkp1002,0.1286382522020784,0.1198547562749187,0.1595037055551463,0.1213294002262546,0.0878178591976233,0.1132393173464391,0.0788032400231195,0.0757062385027547,0.1117941071900843,0.205024134795943,0.0807933348866728,0.7823133660284121,0.6659056694041016,1.254835658568426,1.1169885753170288,0.1842688794078632,0.0614987230351285,0.8440816661907901,0.7439884628875915,0.1428238783176128,0.031208059097461,0.6547910436390317,0.5721315166920666,0.1712574124257028,0.0950022779074621
vkp1002,0.1180511518143855,0.1089148571665589,0.1470503286100371,0.0990326820268954,0.1179892619075389,0.0951174789177936,0.0859985384303187,0.0529253787850932,0.0829232729155037,0.145094930646072,0.0279947741802998,0.9254541721661236,0.8109968559112766,0.6000406195498665,0.4559256994415663,0.3341975950098331,0.2315024581925187,0.5677480067771922,0.4474698192288838,0.1729181271390219,0.0796238682552251,0.4423621761779069,0.3516289794564507,0.2010135779857127,0.1484534323833465
vkp1002,0.1180582712395829,0.1081643527918644,0.1483948159335403,0.0994069941827034,0.1187095580189746,0.0960513407759823,0.0851694960406645,0.0531924782041709,0.0821212062725565,0.1443427255617114,0.0277643365597421,0.9289513277132128,0.8085708352500733,0.6013234564670927,0.4530266190898261,0.3352208970288083,0.2295738806038247,0.5706989172302555,0.4486023131015429,0.1746286924920124,0.0802758266185254,0.4425122253032459,0.3510986585806567,0.1997660439755016,0.1497202885991298
vkp1002,0.1308596527195449,0.1177232658934937,0.1644507810300662,0.1202438179089849,0.0886807856468019,0.1127404535791937,0.0768510293217913,0.0750945598031839,0.1108826945684526,0.204646103227742,0.0792797464284087,0.7878485931343879,0.6758019103186774,1.2594305468164446,1.126387263640174,0.1842480263590664,0.0616817470829431,0.8456334370518004,0.7493205222129545,0.1432872551094875,0.0315021406573706,0.6659965922560058,0.5727223116889056,0.1715672826291233,0.0948289033313456
vkp1002,0.1087194851401801,0.1164666843627958,0.1456131743843414,0.1002705983052496,0.1017844184573672,0.1155104387034029,0.0975880329132929,0.0999528981546693,0.0904988580666121,0.2154686375943489,0.1065227624650055,1.2966600068779204,1.178856473449725,0.4729100458493684,0.3250248908594952,0.2632245019105089,0.1667307438190795,0.902074309050266,0.8037215414667671,0.3092154929004472,0.1960051233375786,0.3377362506944992,0.2422704676350767,0.1850697864007527,0.0860037563691983
vkp1002,0.1290742972637083,0.1187067343744974,0.1584707554191557,0.120787567261499,0.0871846317862678,0.1137368281815648,0.0790340440023686,0.0762595875670422,0.1111075522037152,0.2065676429253701,0.0811104483538502,0.781924982171455,0.6636216362745637,1.250368214245951,1.1123734746047185,0.1855765711146259,0.061722818820816,0.8457602346679736,0.7464606787194007,0.1442076544452317,0.0311745870363324,0.6592035838467956,0.575116545005575,0.170082382231634,0.095387365161329
vkp1002,0.1288969379230385,0.1431563425382862,0.1293470951795272,0.1409896650621041,0.0942115766430249,0.1177997810081801,0.0944561458824105,0.0891085914934753,0.1183819701148439,0.1899313236838785,0.0608415764696638,0.9492495706215892,0.792675190236943,1.6375057044887444,1.5525985760915424,0.3030642375063646,0.1598673361401741,0.4373700566226504,0.3393163662724253,0.2760500221394181,0.1595946233842339,0.2919407428719358,0.1937980991298501,0.1606288493224728,0.0740247525253662
vkp1002,0.1120406788924611,0.1201827222495373,0.111024816263516,0.1049163623888369,0.1014058071396752,0.0992387960693443,0.0973871433250647,0.0782367515022104,0.0960316021478182,0.265978959211326,0.1537587132809493,0.4154053225216615,0.2896141166718201,0.6843195785386167,0.5696429151491821,0.3778471014694715,0.2672981286006136,0.6807936809400771,0.580208270451489,0.275205942910997,0.1773644205279003,0.2665208852012,0.1684778080880224,0.16301161075789,0.0822656080537004
areakh,0.1063,0.111,0.0954,0.0857,0.1187,0.0847,0.0753,0.0944,0.0952,0.2232,0.117,1.0027,0.8917,2.4299,2.3345,0.2925,0.2068,0.4743,0.3556,1.5062,1.4215,0.8244,0.7491,0.2058,0.1114
areakh,0.1102,0.1046,0.11,0.0951,0.1017,0.0949,0.1245,0.0997,0.0961,0.2534,0.1432,0.3663,0.2616,0.8288,0.7188,0.1832,0.0881,0.4365,0.3348,0.465,0.3702,0.8072,0.6828,0.2079,0.1083
areakh,0.098,0.111,0.0969,0.0957,0.109,0.096,0.1159,0.1119,0.0949,1.2047,1.1066,0.2845,0.1736,1.4959,1.399,0.3061,0.2104,0.4443,0.3352,0.3486,0.2526,1.4176,1.3017,0.239,0.1271
areakh,0.0984,0.0981,0.0957,0.0963,0.097,0.0951,0.1349,0.086,0.0794,0.2535,0.1551,0.4777,0.3796,0.7797,0.684,0.2084,0.1121,0.3822,0.2853,0.3656,0.2705,0.8289,0.694,0.2047,0.1186
areakh,0.111,0.1193,0.0912,0.0732,0.1003,0.0958,0.1296,0.1122,0.0517,0.2668,0.1558,2.1139,1.9946,1.7803,1.6891,0.1319,0.0587,0.4515,0.3512,1.8154,1.7196,0.8608,0.7312,0.2806,0.1684
areakh,0.079,0.1069,0.0957,0.0937,0.1072,0.0779,0.1277,0.0834,0.082,0.2109,0.1319,1.9767,1.8698,0.7826,0.6869,0.1142,0.0205,0.6502,0.543,0.1252,0.0473,1.3522,1.2246,0.2068,0.1234
areakh,0.0952,0.1116,0.0905,0.0912,0.1107,0.0949,0.1105,0.0793,0.0,0.2059,0.1107,1.3717,1.2601,0.9084,0.8179,0.2466,0.1554,0.3022,0.1914,0.2237,0.1287,0.8729,0.7624,0.0,0.0
areakh,0.0959,0.1263,0.0944,0.0935,0.1024,0.0958,0.1382,0.1115,0.1107,0.1959,0.1001,2.0833,1.957,0.4153,0.3208,0.2293,0.1359,0.3568,0.2544,0.1998,0.1041,0.6292,0.491,0.2072,0.0957
areakh,0.0979820026745688,0.0974788040408125,0.095014933133701,0.095771171975363,0.0961899584107379,0.0944256822252707,0.1335655751605235,0.0854700409502574,0.0797633575363384,0.2533911974567827,0.1563101349500653,0.4800764432647065,0.3786766772353165,0.7760556509073401,0.6837486884429516,0.2090770992904826,0.1121919088634195,0.3846466208253951,0.2871591325730713,0.3654415297058774,0.2679537956029457,0.8326453624197047,0.6955213039581561,0.2044198640468845,0.1188614042567849
areakh,0.0972308403096298,0.1116068272228957,0.0965663476889547,0.095871333787709,0.1086173128771619,0.0966630380510056,0.1155937132670095,0.1125031123390776,0.0954561945144847,1.1994591888909054,1.1032859042253529,0.2843185454703061,0.1723084857380311,1.5055796880431025,1.3897737039425613,0.3030742165366225,0.2087386177787641,0.4435831608838489,0.3374346783078332,0.3456117684349312,0.2547827526905,1.426117714420332,1.3073269746655252,0.2404751115182525,0.1281271469066129
areakh,0.0944026888722003,0.1117171839394823,0.0901904782252574,0.090946761063765,0.1104167446413725,0.0944792055285056,0.1104057912657714,0.0795915316052633,0.0,0.2077798959061422,0.1112842482843681,1.3685038039861952,1.2589619234993876,0.9098104127176936,0.8129524166951178,0.24619280052346,0.1545499416401526,0.3017670943121842,0.1913557657239604,0.223729482118813,0.1287334651102865,0.8769291667733002,0.7597590328125083,0.0,0.0
areakh,0.0984969174560631,0.0976739549444605,0.0943580146756292,0.0949206249641772,0.0958430704806808,0.0953529435285306,0.1331614949467467,0.0846705668996724,0.0795057186149502,0.2511064820403889,0.1566640898154598,0.4825334129206659,0.3751998969286933,0.7783439609704488,0.6905299604356876,0.210582442326817,0.1110886241829605,0.3832752937193806,0.2871315493977494,0.3677695642460798,0.2680821327170761,0.8368293046483353,0.6928441794790484,0.2055748740013085,0.1189294850799224
areakh,0.0949637331436641,0.1107242228070986,0.0896442144185179,0.0911660799720461,0.1114733338277785,0.0945705779225128,0.1112461305245761,0.0798262365897635,0.0,0.2043797254063651,0.1116576491432812,1.3598853962700634,1.2563943034055531,0.9060165440673648,0.8163901635824353,0.244919920886896,0.1541969906944501,0.3046803400883129,0.1899349156215659,0.2217866380562941,0.128727711091264,0.867657816407989,0.7622168403277731,0.0,0.0
areakh,0.098702252365053,0.0976631641677549,0.0957151819986223,0.0959849793740627,0.0961407975498722,0.0950009330019813,0.13617914976614,0.0853485209485116,0.0797778462308064,0.2522868838894856,0.1540923443739314,0.4782462758620256,0.376964394690118,0.7838380046902789,0.68353198907745,0.209327894534558,0.1117795190994146,0.3853870472114393,0.2832271429119747,0.3653544697246925,0.2691202597097474,0.8349389702436597,0.6888665559032984,0.2032694671476426,0.1179060964487766
areakh,0.0945171742412655,0.1110184230749232,0.0895942331708887,0.0906509099495672,0.1094092046363341,0.0944772227561617,0.1103322564539311,0.0793627711348392,0.0,0.2063735280261217,0.1104481058811808,1.369086403296195,1.262231875936826,0.9143107098616656,0.8146012001570362,0.2478489720601815,0.1547846404205944,0.3037856171592981,0.191376065255524,0.2241886813832008,0.1299494161117584,0.8805436377454798,0.7532470777770265,0.0,0.0
areakh,0.0964804455035901,0.1105783902045916,0.0958270743153792,0.0952181203264091,0.1084958469316357,0.0968518357309853,0.1153869495232874,0.111736157752846,0.0946842056954588,1.1892205046259494,1.0969972589481936,0.2860510250101519,0.1724721532033677,1.513923882559439,1.379748473605527,0.3052942495303922,0.2082293612421246,0.4444168195030729,0.3404796650175807,0.3442519408234548,0.2571759011254534,1.4269315815562629,1.310145005078919,0.24019811543102,0.128078557378218
areakh,0.0943568542552214,0.1106641385689632,0.0894817987532295,0.0915693338789802,0.1100094973984038,0.0951693094286575,0.1103133674107122,0.0789955886938674,0.0,0.2068719154743338,0.1102785918052405,1.3646888315274297,1.2516255314501357,0.9153432207317056,0.8209798141780315,0.2444533545894149,0.1552125171188911,0.3047158810614792,0.1894663807698076,0.2229392354857515,0.1275589813479674,0.8780455449743403,0.7531497301892794,0.0,0.0
areakh,0.0956152345128104,0.1109146674490106,0.0897563592707913,0.0915399720075948,0.1106713589540949,0.0957674407704094,0.1098295790531073,0.0800102153660664,0.0,0.2061264348027753,0.1100527635332041,1.363545497102241,1.257244578688581,0.9005317123275565,0.8198145950190668,0.2481291934400462,0.1541812483435859,0.3022471195612261,0.1920309562959084,0.2249517052005427,0.1284646195178508,0.8798852663654901,0.7568458490360368,0.0,0.0
areakh,0.0953430502109621,0.1117718402995331,0.0893119378914508,0.0914073110325472,0.1113260574854293,0.0963313338831938,0.1093395800262283,0.0793288680333967,0.0,0.2078745650201278,0.1090965894109429,1.3599512593845569,1.2691149276635072,0.8969385697634917,0.818493800545624,0.2487479791277279,0.1531883224787234,0.3025399454298171,0.1911253262094394,0.2238440564848991,0.1294248784318517,0.8775690700825246,0.7627470817552033,0.0,0.0
areakh,0.0977871183116347,0.0980386116697365,0.0950733016224811,0.0954401922496899,0.0959883243605422,0.0949501042744933,0.1340313682075712,0.0851554385205842,0.07997066030577,0.251907079948122,0.1556831259978862,0.4843696953496701,0.3725977092497647,0.7754130365218082,0.696637143287837,0.2088492571608458,0.1115428861947296,0.379839841587601,0.2844489767950923,0.3663146131244504,0.2655338032307469,0.8295721796177866,0.6910954454431882,0.2037452981477195,0.1186478093513775
areakh,0.0955676206658889,0.1123221285303454,0.0898731878434317,0.0909307103328372,0.1105066849728975,0.0964386031872259,0.1101231315212532,0.0795667469488247,0.0,0.2059987858566208,0.1095307418514884,1.359297208702356,1.2745823565837957,0.9007687243467456,0.8228403337048482,0.2469148320661658,0.1532153265086604,0.3045955983649187,0.192917891066249,0.2239641461223686,0.1290521772016599,0.8832584103553304,0.7698710132220055,0.0,0.0
areakh,0.0983613312418627,0.0978226741618121,0.0953893843461222,0.0967698509425277,0.096148931809042,0.0956802333517564,0.1369663986740978,0.0858892804964757,0.0805556454961762,0.2525056827677582,0.152945612058872,0.4826981128213062,0.3806920529604417,0.7892883505311139,0.6777873185000071,0.2094537393723571,0.1109251219431707,0.3848745029950621,0.2812823382192858,0.3677277574213313,0.2667137281343577,0.8288957749340988,0.6954282406643496,0.2028113063987319,0.116761123827847
areakh,0.0942899595709845,0.1114876418252585,0.0904045456133491,0.0915688911951908,0.1107920380604977,0.0950118831415551,0.1103250826418784,0.0805233932076062,0.0,0.2060459802671654,0.110652203621346,1.3519130032232851,1.2487282866104734,0.910464642165038,0.8222152272191091,0.2445950874040038,0.1535030840947987,0.3050645743787041,0.1890264361858456,0.2235456442872765,0.1275183034937364,0.862949441540669,0.7586602797859512,0.0,0.0
areakh,0.0941421793951011,0.1104054456449395,0.089947132325275,0.0898800164737609,0.1103377440676026,0.0947104990680705,0.1105263880056937,0.0789169825819829,0.0,0.2076061215296256,0.1104809067910817,1.3565067352528952,1.2558456268413551,0.907553191692168,0.8171851371579312,0.2476542345389153,0.1550597589586412,0.3037934790781834,0.1923296540079378,0.2247512425433974,0.1286758709242604,0.8820104434504257,0.7581906082431498,0.0,0.0
areakh,0.0981230287342202,0.0975556691643898,0.094230383467639,0.0946548097078747,0.0957348031543297,0.0946921160730692,0.1345305070226915,0.0844350438341411,0.0804650395727268,0.2507322083297122,0.1551498571759635,0.48660948603478,0.3761101742527181,0.7723175999232621,0.7016745937598071,0.2103174980407481,0.1107330649853288,0.3825154143254019,0.2829823846545149,0.3666064238587585,0.2632128192447633,0.8272977333073966,0.6852253077465253,0.2038544247251087,0.1198264998821159
areakh,0.0960555661421398,0.1265023613549228,0.0938744397920749,0.0931418963252463,0.1015218946748464,0.0953828697861379,0.1369393856368528,0.1106111136484124,0.1102172266097677,0.196796916388754,0.0994521950061749,2.077852107774275,1.960151311355192,0.4173237336726981,0.3186135931931936,0.2311264096593463,0.1347533581509623,0.3547885727835277,0.2567290566833078,0.2003033413277832,0.1046204451675833,0.6332348643970598,0.4867496991779754,0.206988213521617,0.0954691967233784
areakh,0.0984032487977565,0.0977887766510009,0.0946718643777915,0.0960191096148015,0.0963226116640385,0.0952528477576361,0.1326172930666634,0.0857824577436428,0.0803487167235666,0.2544046157429662,0.1573484787598893,0.4768286982320448,0.3824176474121593,0.7707228994906034,0.6869094614373109,0.2085892825779897,0.1123593131443899,0.3811258536166862,0.2855433323869799,0.364940201922581,0.2690626702362968,0.8376312717226814,0.6925587903144242,0.2061465480797301,0.1196987849901638
areakh,0.0954506390416044,0.1255461682304827,0.0937525344353426,0.0934149404296401,0.1020786861038392,0.0957687901205777,0.1383491892598392,0.1104854441622644,0.1096964002671314,0.1944828350121722,0.0998196165744125,2.096058480233636,1.9625592117191368,0.413870329629083,0.3187257464994049,0.2315154008728888,0.1358693458538171,0.3591952013804962,0.2525554646672305,0.1989112596026591,0.1050031063496415,0.6235941096412934,0.4891180718187567,0.2089467098879293,0.09617328223001
areakh,0.0959979151650415,0.1110123805961123,0.0902986043888868,0.0905413212028696,0.1110715969675477,0.0954980144677174,0.1103762931477226,0.0793964310602747,0.0,0.2056686756448818,0.1103711271321762,1.3837013796442583,1.2716099129285403,0.9053755129428658,0.8116868341908189,0.2452132299801255,0.1569480629935212,0.3038436516895224,0.1895088801547177,0.2225327934846432,0.1293029295678795,0.8665693466415884,0.7662765029996434,0.0,0.0
areakh,0.0982221540677295,0.0969890952536733,0.0942511660526657,0.0954453165173493,0.0951445425013642,0.094855657939675,0.1325287287820072,0.0851398067851293,0.0797680888671276,0.2502985258097978,0.1553804673027068,0.4783754444584059,0.3736857423444015,0.7746666532574253,0.687664974742718,0.208817794726438,0.111324961254819,0.3832221642942902,0.2875420164328215,0.3658621328564584,0.2701506252669424,0.8433471335179382,0.6932407864610448,0.2046619956271637,0.1199502417024916
magic peach,0.0,0.0,0.0949,0.0794,0.0935,0.0797,0.0797,0.0786,0.0797,0.0,0.0,0.0,0.0,2.8478,2.7528,0.2248,0.1454,0.4123,0.3188,1.6413,1.5615,0.4623,0.3826,0.1425,0.0639
